month,employee_id,department,role,base_salary,bonus,benefits,total_cost
2025-05,E019,Sales,Account Executive,8550.67,855.07,1710.13,11115.87
2025-05,E020,Sales,Sales Development Rep,8743.37,874.34,1748.67,11366.38
2025-05,E021,Sales,Sales Manager,8936.07,893.61,1787.21,11616.9
2025-05,E022,Sales,Account Executive,9128.78,912.88,1825.76,11867.41
2025-05,E023,Sales,Sales Development Rep,9321.48,932.15,1864.3,12117.93
2025-05,E024,Sales,Sales Manager,9514.19,951.42,1902.84,12368.44
2025-05,E025,Sales,Account Executive,9706.89,970.69,1941.38,12618.96
2025-05,E026,Sales,Sales Development Rep,9899.59,989.96,1979.92,12869.47
2025-05,E027,Sales,Sales Manager,10092.3,1009.23,2018.46,13119.99
2025-05,E028,Sales,Account Executive,10285.0,1028.5,2057.0,13370.5
2025-05,E029,Marketing,Marketing Manager,7986.0,0.0,1597.2,9583.2
2025-05,E030,Marketing,Demand Generation Specialist,8289.51,0.0,1657.9,9947.41
2025-05,E031,Marketing,Content Strategist,8593.02,0.0,1718.6,10311.62
2025-05,E032,Marketing,Marketing Manager,8896.53,0.0,1779.31,10675.83
2025-05,E033,Marketing,Demand Generation Specialist,9200.03,0.0,1840.01,11040.04
2025-05,E034,Marketing,Content Strategist,9503.54,0.0,1900.71,11404.25
2025-05,E035,Product,Product Manager,11575.67,0.0,2315.13,13890.8
2025-05,E036,Product,Senior Product Manager,12009.25,0.0,2401.85,14411.1
2025-05,E037,Product,Product Designer,12442.83,0.0,2488.57,14931.4
2025-05,E038,Product,Product Manager,12876.42,0.0,2575.28,15451.7
2025-05,E039,Product,Senior Product Manager,13310.0,0.0,2662.0,15972.0
2025-05,E040,Operations,Operations Manager,6917.17,0.0,1383.43,8300.6
2025-05,E041,Operations,People Operations Specialist,7133.96,0.0,1426.79,8560.75
2025-05,E042,Operations,IT Administrator,7350.75,0.0,1470.15,8820.9
2025-05,E043,Operations,Operations Manager,7567.54,0.0,1513.51,9081.05
2025-05,E044,Operations,People Operations Specialist,7784.33,0.0,1556.87,9341.2
2025-05,E045,Operations,IT Administrator,8001.13,0.0,1600.23,9601.35
2025-05,E046,Operations,Operations Manager,8217.92,0.0,1643.58,9861.5
2025-05,E047,Finance,Financial Analyst,8994.33,0.0,1798.87,10793.2
2025-05,E048,Finance,Controller,9500.18,0.0,1900.04,11400.22
2025-05,E049,Finance,Accounting Manager,10006.03,0.0,2001.21,12007.23
2025-05,E050,Finance,Financial Analyst,10511.88,0.0,2102.38,12614.25
2025-06,E001,Engineering,Software Engineer,12826.0,0.0,2565.2,15391.2
2025-06,E002,Engineering,Senior Software Engineer,12979.03,0.0,2595.81,15574.84
2025-06,E003,Engineering,Staff Engineer,13132.06,0.0,2626.41,15758.47
2025-06,E004,Engineering,DevOps Engineer,13285.09,0.0,2657.02,15942.11
2025-06,E005,Engineering,Software Engineer,13438.12,0.0,2687.62,16125.74
2025-06,E006,Engineering,Senior Software Engineer,13591.15,0.0,2718.23,16309.38
2025-06,E007,Engineering,Staff Engineer,13744.18,0.0,2748.84,16493.01
2025-06,E008,Engineering,DevOps Engineer,13897.21,0.0,2779.44,16676.65
2025-06,E009,Engineering,Software Engineer,14050.24,0.0,2810.05,16860.28
2025-06,E010,Engineering,Senior Software Engineer,14203.26,0.0,2840.65,17043.92
2025-06,E011,Engineering,Staff Engineer,14356.29,0.0,2871.26,17227.55
2025-06,E012,Engineering,DevOps Engineer,14509.32,0.0,2901.86,17411.19
2025-06,E013,Engineering,Software Engineer,14662.35,0.0,2932.47,17594.82
2025-06,E014,Engineering,Senior Software Engineer,14815.38,0.0,2963.08,17778.46
2025-06,E015,Engineering,Staff Engineer,14968.41,0.0,2993.68,17962.09
2025-06,E016,Engineering,DevOps Engineer,15121.44,0.0,3024.29,18145.73
2025-06,E017,Engineering,Software Engineer,15274.47,0.0,3054.89,18329.36
2025-06,E018,Engineering,Senior Software Engineer,15427.5,0.0,3085.5,18513.0
2025-06,E019,Sales,Account Executive,8550.67,855.07,1710.13,11115.87
2025-06,E020,Sales,Sales Development Rep,8743.37,874.34,1748.67,11366.38
2025-06,E021,Sales,Sales Manager,8936.07,893.61,1787.21,11616.9
2025-06,E022,Sales,Account Executive,9128.78,912.88,1825.76,11867.41
2025-06,E023,Sales,Sales Development Rep,9321.48,932.15,1864.3,12117.93
2025-06,E024,Sales,Sales Manager,9514.19,951.42,1902.84,12368.44
2025-06,E025,Sales,Account Executive,9706.89,970.69,1941.38,12618.96
2025-06,E026,Sales,Sales Development Rep,9899.59,989.96,1979.92,12869.47
2025-06,E027,Sales,Sales Manager,10092.3,1009.23,2018.46,13119.99
2025-06,E028,Sales,Account Executive,10285.0,1028.5,2057.0,13370.5
2025-06,E029,Marketing,Marketing Manager,7986.0,0.0,1597.2,9583.2
2025-06,E030,Marketing,Demand Generation Specialist,8289.51,0.0,1657.9,9947.41
2025-06,E031,Marketing,Content Strategist,8593.02,0.0,1718.6,10311.62
2025-06,E032,Marketing,Marketing Manager,8896.53,0.0,1779.31,10675.83
2025-06,E033,Marketing,Demand Generation Specialist,9200.03,0.0,1840.01,11040.04
2025-06,E034,Marketing,Content Strategist,9503.54,0.0,1900.71,11404.25
2025-06,E035,Product,Product Manager,11575.67,0.0,2315.13,13890.8
2025-06,E036,Product,Senior Product Manager,12009.25,0.0,2401.85,14411.1
2025-06,E037,Product,Product Designer,12442.83,0.0,2488.57,14931.4
2025-06,E038,Product,Product Manager,12876.42,0.0,2575.28,15451.7
2025-06,E039,Product,Senior Product Manager,13310.0,0.0,2662.0,15972.0
2025-06,E040,Operations,Operations Manager,6917.17,0.0,1383.43,8300.6
2025-06,E041,Operations,People Operations Specialist,7133.96,0.0,1426.79,8560.75
2025-06,E042,Operations,IT Administrator,7350.75,0.0,1470.15,8820.9
2025-06,E043,Operations,Operations Manager,7567.54,0.0,1513.51,9081.05
2025-06,E044,Operations,People Operations Specialist,7784.33,0.0,1556.87,9341.2
2025-06,E045,Operations,IT Administrator,8001.13,0.0,1600.23,9601.35
2025-06,E046,Operations,Operations Manager,8217.92,0.0,1643.58,9861.5
2025-06,E047,Finance,Financial Analyst,8994.33,0.0,1798.87,10793.2
2025-06,E048,Finance,Controller,9500.18,0.0,1900.04,11400.22
2025-06,E049,Finance,Accounting Manager,10006.03,0.0,2001.21,12007.23
2025-06,E050,Finance,Financial Analyst,10511.88,0.0,2102.38,12614.25
2025-07,E001,Engineering,Software Engineer,12826.0,0.0,2565.2,15391.2
2025-07,E002,Engineering,Senior Software Engineer,12979.03,0.0,2595.81,15574.84
2025-07,E003,Engineering,Staff Engineer,13132.06,0.0,2626.41,15758.47
2025-07,E004,Engineering,DevOps Engineer,13285.09,0.0,2657.02,15942.11
2025-07,E005,Engineering,Software Engineer,13438.12,0.0,2687.62,16125.74
2025-07,E006,Engineering,Senior Software Engineer,13591.15,0.0,2718.23,16309.38
2025-07,E007,Engineering,Staff Engineer,13744.18,0.0,2748.84,16493.01
2025-07,E008,Engineering,DevOps Engineer,13897.21,0.0,2779.44,16676.65
2025-07,E009,Engineering,Software Engineer,14050.24,0.0,2810.05,16860.28
2025-07,E010,Engineering,Senior Software Engineer,14203.26,0.0,2840.65,17043.92
2025-07,E011,Engineering,Staff Engineer,14356.29,0.0,2871.26,17227.55
2025-07,E012,Engineering,DevOps Engineer,14509.32,0.0,2901.86,17411.19
2025-07,E013,Engineering,Software Engineer,14662.35,0.0,2932.47,17594.82
2025-07,E014,Engineering,Senior Software Engineer,14815.38,0.0,2963.08,17778.46
2025-07,E015,Engineering,Staff Engineer,14968.41,0.0,2993.68,17962.09
2025-07,E016,Engineering,DevOps Engineer,15121.44,0.0,3024.29,18145.73
2025-07,E017,Engineering,Software Engineer,15274.47,0.0,3054.89,18329.36
2025-07,E018,Engineering,Senior Software Engineer,15427.5,0.0,3085.5,18513.0
2025-07,E019,Sales,Account Executive,8550.67,855.07,1710.13,11115.87
2025-07,E020,Sales,Sales Development Rep,8743.37,874.34,1748.67,11366.38
2025-07,E021,Sales,Sales Manager,8936.07,893.61,1787.21,11616.9
2025-07,E022,Sales,Account Executive,9128.78,912.88,1825.76,11867.41
2025-07,E023,Sales,Sales Development Rep,9321.48,932.15,1864.3,12117.93
2025-07,E024,Sales,Sales Manager,9514.19,951.42,1902.84,12368.44
2025-07,E025,Sales,Account Executive,9706.89,970.69,1941.38,12618.96
2025-07,E026,Sales,Sales Development Rep,9899.59,989.96,1979.92,12869.47
2025-07,E027,Sales,Sales Manager,10092.3,1009.23,2018.46,13119.99
2025-07,E028,Sales,Account Executive,10285.0,1028.5,2057.0,13370.5
2025-07,E029,Marketing,Marketing Manager,7986.0,0.0,1597.2,9583.2
2025-07,E030,Marketing,Demand Generation Specialist,8289.51,0.0,1657.9,9947.41
2025-07,E031,Marketing,Content Strategist,8593.02,0.0,1718.6,10311.62
2025-07,E032,Marketing,Marketing Manager,8896.53,0.0,1779.31,10675.83
2025-07,E033,Marketing,Demand Generation Specialist,9200.03,0.0,1840.01,11040.04
2025-07,E034,Marketing,Content Strategist,9503.54,0.0,1900.71,11404.25
2025-07,E035,Product,Product Manager,11575.67,0.0,2315.13,13890.8
2025-07,E036,Product,Senior Product Manager,12009.25,0.0,2401.85,14411.1
2025-07,E037,Product,Product Designer,12442.83,0.0,2488.57,14931.4
2025-07,E038,Product,Product Manager,12876.42,0.0,2575.28,15451.7
2025-07,E039,Product,Senior Product Manager,13310.0,0.0,2662.0,15972.0
2025-07,E040,Operations,Operations Manager,6917.17,0.0,1383.43,8300.6
2025-07,E041,Operations,People Operations Specialist,7133.96,0.0,1426.79,8560.75
2025-07,E042,Operations,IT Administrator,7350.75,0.0,1470.15,8820.9
2025-07,E043,Operations,Operations Manager,7567.54,0.0,1513.51,9081.05
2025-07,E044,Operations,People Operations Specialist,7784.33,0.0,1556.87,9341.2
2025-07,E045,Operations,IT Administrator,8001.13,0.0,1600.23,9601.35
2025-07,E046,Operations,Operations Manager,8217.92,0.0,1643.58,9861.5
2025-07,E047,Finance,Financial Analyst,8994.33,0.0,1798.87,10793.2
2025-07,E048,Finance,Controller,9500.18,0.0,1900.04,11400.22
2025-07,E049,Finance,Accounting Manager,10006.03,0.0,2001.21,12007.23
2025-07,E050,Finance,Financial Analyst,10511.88,0.0,2102.38,12614.25
2025-08,E001,Engineering,Software Engineer,12826.0,0.0,2565.2,15391.2
2025-08,E002,Engineering,Senior Software Engineer,12979.03,0.0,2595.81,15574.84
2025-08,E003,Engineering,Staff Engineer,13132.06,0.0,2626.41,15758.47
2025-08,E004,Engineering,DevOps Engineer,13285.09,0.0,2657.02,15942.11
2025-08,E005,Engineering,Software Engineer,13438.12,0.0,2687.62,16125.74
2025-08,E006,Engineering,Senior Software Engineer,13591.15,0.0,2718.23,16309.38
2025-08,E007,Engineering,Staff Engineer,13744.18,0.0,2748.84,16493.01
2025-08,E008,Engineering,DevOps Engineer,13897.21,0.0,2779.44,16676.65
2025-08,E009,Engineering,Software Engineer,14050.24,0.0,2810.05,16860.28
2025-08,E010,Engineering,Senior Software Engineer,14203.26,0.0,2840.65,17043.92
2025-08,E011,Engineering,Staff Engineer,14356.29,0.0,2871.26,17227.55
2025-08,E012,Engineering,DevOps Engineer,14509.32,0.0,2901.86,17411.19
2025-08,E013,Engineering,Software Engineer,14662.35,0.0,2932.47,17594.82
2025-08,E014,Engineering,Senior Software Engineer,14815.38,0.0,2963.08,17778.46
2025-08,E015,Engineering,Staff Engineer,14968.41,0.0,2993.68,17962.09
2025-08,E016,Engineering,DevOps Engineer,15121.44,0.0,3024.29,18145.73
2025-08,E017,Engineering,Software Engineer,15274.47,0.0,3054.89,18329.36
2025-08,E018,Engineering,Senior Software Engineer,15427.5,0.0,3085.5,18513.0
2025-08,E019,Sales,Account Executive,8550.67,855.07,1710.13,11115.87
2025-08,E020,Sales,Sales Development Rep,8743.37,874.34,1748.67,11366.38
2025-08,E021,Sales,Sales Manager,8936.07,893.61,1787.21,11616.9
2025-08,E022,Sales,Account Executive,9128.78,912.88,1825.76,11867.41
2025-08,E023,Sales,Sales Development Rep,9321.48,932.15,1864.3,12117.93
2025-08,E024,Sales,Sales Manager,9514.19,951.42,1902.84,12368.44
2025-08,E025,Sales,Account Executive,9706.89,970.69,1941.38,12618.96
2025-08,E026,Sales,Sales Development Rep,9899.59,989.96,1979.92,12869.47
2025-08,E027,Sales,Sales Manager,10092.3,1009.23,2018.46,13119.99
2025-08,E028,Sales,Account Executive,10285.0,1028.5,2057.0,13370.5
2025-08,E029,Marketing,Marketing Manager,7986.0,0.0,1597.2,9583.2
2025-08,E030,Marketing,Demand Generation Specialist,8289.51,0.0,1657.9,9947.41
2025-08,E031,Marketing,Content Strategist,8593.02,0.0,1718.6,10311.62
2025-08,E032,Marketing,Marketing Manager,8896.53,0.0,1779.31,10675.83
2025-08,E033,Marketing,Demand Generation Specialist,9200.03,0.0,1840.01,11040.04
2025-08,E034,Marketing,Content Strategist,9503.54,0.0,1900.71,11404.25
2025-08,E035,Product,Product Manager,11575.67,0.0,2315.13,13890.8
2025-08,E036,Product,Senior Product Manager,12009.25,0.0,2401.85,14411.1
2025-08,E037,Product,Product Designer,12442.83,0.0,2488.57,14931.4
2025-08,E038,Product,Product Manager,12876.42,0.0,2575.28,15451.7
2025-08,E039,Product,Senior Product Manager,13310.0,0.0,2662.0,15972.0
2025-08,E040,Operations,Operations Manager,6917.17,0.0,1383.43,8300.6
2025-08,E041,Operations,People Operations Specialist,7133.96,0.0,1426.79,8560.75
2025-08,E042,Operations,IT Administrator,7350.75,0.0,1470.15,8820.9
2025-08,E043,Operations,Operations Manager,7567.54,0.0,1513.51,9081.05
2025-08,E044,Operations,People Operations Specialist,7784.33,0.0,1556.87,9341.2
2025-08,E045,Operations,IT Administrator,8001.13,0.0,1600.23,9601.35
2025-08,E046,Operations,Operations Manager,8217.92,0.0,1643.58,9861.5
2025-08,E047,Finance,Financial Analyst,8994.33,0.0,1798.87,10793.2
2025-08,E048,Finance,Controller,9500.18,0.0,1900.04,11400.22
2025-08,E049,Finance,Accounting Manager,10006.03,0.0,2001.21,12007.23
2025-08,E050,Finance,Financial Analyst,10511.88,0.0,2102.38,12614.25
2025-09,E001,Engineering,Software Engineer,12826.0,0.0,2565.2,15391.2
2025-09,E002,Engineering,Senior Software Engineer,12979.03,0.0,2595.81,15574.84
2025-09,E003,Engineering,Staff Engineer,13132.06,0.0,2626.41,15758.47
2025-09,E004,Engineering,DevOps Engineer,13285.09,0.0,2657.02,15942.11
2025-09,E005,Engineering,Software Engineer,13438.12,0.0,2687.62,16125.74
2025-09,E006,Engineering,Senior Software Engineer,13591.15,0.0,2718.23,16309.38
2025-09,E007,Engineering,Staff Engineer,13744.18,0.0,2748.84,16493.01
2025-09,E008,Engineering,DevOps Engineer,13897.21,0.0,2779.44,16676.65
2025-09,E009,Engineering,Software Engineer,14050.24,0.0,2810.05,16860.28
2025-09,E010,Engineering,Senior Software Engineer,14203.26,0.0,2840.65,17043.92
2025-09,E011,Engineering,Staff Engineer,14356.29,0.0,2871.26,17227.55
2025-09,E012,Engineering,DevOps Engineer,14509.32,0.0,2901.86,17411.19
2025-09,E013,Engineering,Software Engineer,14662.35,0.0,2932.47,17594.82
2025-09,E014,Engineering,Senior Software Engineer,14815.38,0.0,2963.08,17778.46
2025-09,E015,Engineering,Staff Engineer,14968.41,0.0,2993.68,17962.09
2025-09,E016,Engineering,DevOps Engineer,15121.44,0.0,3024.29,18145.73
2025-09,E017,Engineering,Software Engineer,15274.47,0.0,3054.89,18329.36
2025-09,E018,Engineering,Senior Software Engineer,15427.5,0.0,3085.5,18513.0
2025-09,E019,Sales,Account Executive,8550.67,855.07,1710.13,11115.87
2025-09,E020,Sales,Sales Development Rep,8743.37,874.34,1748.67,11366.38
2025-09,E021,Sales,Sales Manager,8936.07,893.61,1787.21,11616.9
2025-09,E022,Sales,Account Executive,9128.78,912.88,1825.76,11867.41
2025-09,E023,Sales,Sales Development Rep,9321.48,932.15,1864.3,12117.93
2025-09,E024,Sales,Sales Manager,9514.19,951.42,1902.84,12368.44
2025-09,E025,Sales,Account Executive,9706.89,970.69,1941.38,12618.96
2025-09,E026,Sales,Sales Development Rep,9899.59,989.96,1979.92,12869.47
2025-09,E027,Sales,Sales Manager,10092.3,1009.23,2018.46,13119.99
2025-09,E028,Sales,Account Executive,10285.0,1028.5,2057.0,13370.5
2025-09,E029,Marketing,Marketing Manager,7986.0,0.0,1597.2,9583.2
2025-09,E030,Marketing,Demand Generation Specialist,8289.51,0.0,1657.9,9947.41
2025-09,E031,Marketing,Content Strategist,8593.02,0.0,1718.6,10311.62
2025-09,E032,Marketing,Marketing Manager,8896.53,0.0,1779.31,10675.83
2025-09,E033,Marketing,Demand Generation Specialist,9200.03,0.0,1840.01,11040.04
2025-09,E034,Marketing,Content Strategist,9503.54,0.0,1900.71,11404.25
2025-09,E035,Product,Product Manager,11575.67,0.0,2315.13,13890.8
2025-09,E036,Product,Senior Product Manager,12009.25,0.0,2401.85,14411.1
2025-09,E037,Product,Product Designer,12442.83,0.0,2488.57,14931.4
2025-09,E038,Product,Product Manager,12876.42,0.0,2575.28,15451.7
2025-09,E039,Product,Senior Product Manager,13310.0,0.0,2662.0,15972.0
2025-09,E040,Operations,Operations Manager,6917.17,0.0,1383.43,8300.6
2025-09,E041,Operations,People Operations Specialist,7133.96,0.0,1426.79,8560.75
2025-09,E042,Operations,IT Administrator,7350.75,0.0,1470.15,8820.9
2025-09,E043,Operations,Operations Manager,7567.54,0.0,1513.51,9081.05
2025-09,E044,Operations,People Operations Specialist,7784.33,0.0,1556.87,9341.2
2025-09,E045,Operations,IT Administrator,8001.13,0.0,1600.23,9601.35
2025-09,E046,Operations,Operations Manager,8217.92,0.0,1643.58,9861.5
2025-09,E047,Finance,Financial Analyst,8994.33,0.0,1798.87,10793.2
2025-09,E048,Finance,Controller,9500.18,0.0,1900.04,11400.22
2025-09,E049,Finance,Accounting Manager,10006.03,0.0,2001.21,12007.23
2025-09,E050,Finance,Financial Analyst,10511.88,0.0,2102.38,12614.25
2025-10,E001,Engineering,Software Engineer,12826.0,0.0,2565.2,15391.2
2025-10,E002,Engineering,Senior Software Engineer,12979.03,0.0,2595.81,15574.84
2025-10,E003,Engineering,Staff Engineer,13132.06,0.0,2626.41,15758.47
2025-10,E004,Engineering,DevOps Engineer,13285.09,0.0,2657.02,15942.11
2025-10,E005,Engineering,Software Engineer,13438.12,0.0,2687.62,16125.74
2025-10,E006,Engineering,Senior Software Engineer,13591.15,0.0,2718.23,16309.38
2025-10,E007,Engineering,Staff Engineer,13744.18,0.0,2748.84,16493.01
2025-10,E008,Engineering,DevOps Engineer,13897.21,0.0,2779.44,16676.65
2025-10,E009,Engineering,Software Engineer,14050.24,0.0,2810.05,16860.28
2025-10,E010,Engineering,Senior Software Engineer,14203.26,0.0,2840.65,17043.92
2025-10,E011,Engineering,Staff Engineer,14356.29,0.0,2871.26,17227.55
2025-10,E012,Engineering,DevOps Engineer,14509.32,0.0,2901.86,17411.19
2025-10,E013,Engineering,Software Engineer,14662.35,0.0,2932.47,17594.82
2025-10,E014,Engineering,Senior Software Engineer,14815.38,0.0,2963.08,17778.46
2025-10,E015,Engineering,Staff Engineer,14968.41,0.0,2993.68,17962.09
2025-10,E016,Engineering,DevOps Engineer,15121.44,0.0,3024.29,18145.73
2025-10,E017,Engineering,Software Engineer,15274.47,0.0,3054.89,18329.36
2025-10,E018,Engineering,Senior Software Engineer,15427.5,0.0,3085.5,18513.0
2025-10,E019,Sales,Account Executive,8550.67,855.07,1710.13,11115.87
2025-10,E020,Sales,Sales Development Rep,8743.37,874.34,1748.67,11366.38
2025-10,E021,Sales,Sales Manager,8936.07,893.61,1787.21,11616.9
2025-10,E022,Sales,Account Executive,9128.78,912.88,1825.76,11867.41
2025-10,E023,Sales,Sales Development Rep,9321.48,932.15,1864.3,12117.93
2025-10,E024,Sales,Sales Manager,9514.19,951.42,1902.84,12368.44
2025-10,E025,Sales,Account Executive,9706.89,970.69,1941.38,12618.96
2025-10,E026,Sales,Sales Development Rep,9899.59,989.96,1979.92,12869.47
2025-10,E027,Sales,Sales Manager,10092.3,1009.23,2018.46,13119.99
2025-10,E028,Sales,Account Executive,10285.0,1028.5,2057.0,13370.5
2025-10,E029,Marketing,Marketing Manager,7986.0,0.0,1597.2,9583.2
2025-10,E030,Marketing,Demand Generation Specialist,8289.51,0.0,1657.9,9947.41
2025-10,E031,Marketing,Content Strategist,8593.02,0.0,1718.6,10311.62
2025-10,E032,Marketing,Marketing Manager,8896.53,0.0,1779.31,10675.83
2025-10,E033,Marketing,Demand Generation Specialist,9200.03,0.0,1840.01,11040.04
2025-10,E034,Marketing,Content Strategist,9503.54,0.0,1900.71,11404.25
2025-10,E035,Product,Product Manager,11575.67,0.0,2315.13,13890.8
2025-10,E036,Product,Senior Product Manager,12009.25,0.0,2401.85,14411.1
2025-10,E037,Product,Product Designer,12442.83,0.0,2488.57,14931.4
2025-10,E038,Product,Product Manager,12876.42,0.0,2575.28,15451.7
2025-10,E039,Product,Senior Product Manager,13310.0,0.0,2662.0,15972.0
2025-10,E040,Operations,Operations Manager,6917.17,0.0,1383.43,8300.6
2025-10,E041,Operations,People Operations Specialist,7133.96,0.0,1426.79,8560.75
2025-10,E042,Operations,IT Administrator,7350.75,0.0,1470.15,8820.9
2025-10,E043,Operations,Operations Manager,7567.54,0.0,1513.51,9081.05
2025-10,E044,Operations,People Operations Specialist,7784.33,0.0,1556.87,9341.2
2025-10,E045,Operations,IT Administrator,8001.13,0.0,1600.23,9601.35
2025-10,E046,Operations,Operations Manager,8217.92,0.0,1643.58,9861.5
2025-10,E047,Finance,Financial Analyst,8994.33,0.0,1798.87,10793.2
2025-10,E048,Finance,Controller,9500.18,0.0,1900.04,11400.22
2025-10,E049,Finance,Accounting Manager,10006.03,0.0,2001.21,12007.23
2025-10,E050,Finance,Financial Analyst,10511.88,0.0,2102.38,12614.25
2025-11,E001,Engineering,Software Engineer,12826.0,0.0,2565.2,15391.2
2025-11,E002,Engineering,Senior Software Engineer,12979.03,0.0,2595.81,15574.84
2025-11,E003,Engineering,Staff Engineer,13132.06,0.0,2626.41,15758.47
2025-11,E004,Engineering,DevOps Engineer,13285.09,0.0,2657.02,15942.11
2025-11,E005,Engineering,Software Engineer,13438.12,0.0,2687.62,16125.74
2025-11,E006,Engineering,Senior Software Engineer,13591.15,0.0,2718.23,16309.38
2025-11,E007,Engineering,Staff Engineer,13744.18,0.0,2748.84,16493.01
2025-11,E008,Engineering,DevOps Engineer,13897.21,0.0,2779.44,16676.65
2025-11,E009,Engineering,Software Engineer,14050.24,0.0,2810.05,16860.28
2025-11,E010,Engineering,Senior Software Engineer,14203.26,0.0,2840.65,17043.92
2025-11,E011,Engineering,Staff Engineer,14356.29,0.0,2871.26,17227.55
2025-11,E012,Engineering,DevOps Engineer,14509.32,0.0,2901.86,17411.19
2025-11,E013,Engineering,Software Engineer,14662.35,0.0,2932.47,17594.82
2025-11,E014,Engineering,Senior Software Engineer,14815.38,0.0,2963.08,17778.46
2025-11,E015,Engineering,Staff Engineer,14968.41,0.0,2993.68,17962.09
2025-11,E016,Engineering,DevOps Engineer,15121.44,0.0,3024.29,18145.73
2025-11,E017,Engineering,Software Engineer,15274.47,0.0,3054.89,18329.36
2025-11,E018,Engineering,Senior Software Engineer,15427.5,0.0,3085.5,18513.0
2025-11,E019,Sales,Account Executive,8550.67,855.07,1710.13,11115.87
2025-11,E020,Sales,Sales Development Rep,8743.37,874.34,1748.67,11366.38
2025-11,E021,Sales,Sales Manager,8936.07,893.61,1787.21,11616.9
2025-11,E022,Sales,Account Executive,9128.78,912.88,1825.76,11867.41
2025-11,E023,Sales,Sales Development Rep,9321.48,932.15,1864.3,12117.93
2025-11,E024,Sales,Sales Manager,9514.19,951.42,1902.84,12368.44
2025-11,E025,Sales,Account Executive,9706.89,970.69,1941.38,12618.96
2025-11,E026,Sales,Sales Development Rep,9899.59,989.96,1979.92,12869.47
2025-11,E027,Sales,Sales Manager,10092.3,1009.23,2018.46,13119.99
2025-11,E028,Sales,Account Executive,10285.0,1028.5,2057.0,13370.5
2025-11,E029,Marketing,Marketing Manager,7986.0,0.0,1597.2,9583.2
2025-11,E030,Marketing,Demand Generation Specialist,8289.51,0.0,1657.9,9947.41
2025-11,E031,Marketing,Content Strategist,8593.02,0.0,1718.6,10311.62
2025-11,E032,Marketing,Marketing Manager,8896.53,0.0,1779.31,10675.83
2025-11,E033,Marketing,Demand Generation Specialist,9200.03,0.0,1840.01,11040.04
2025-11,E034,Marketing,Content Strategist,9503.54,0.0,1900.71,11404.25
2025-11,E035,Product,Product Manager,11575.67,0.0,2315.13,13890.8
2025-11,E036,Product,Senior Product Manager,12009.25,0.0,2401.85,14411.1
2025-11,E037,Product,Product Designer,12442.83,0.0,2488.57,14931.4
2025-11,E038,Product,Product Manager,12876.42,0.0,2575.28,15451.7
2025-11,E039,Product,Senior Product Manager,13310.0,0.0,2662.0,15972.0
2025-11,E040,Operations,Operations Manager,6917.17,0.0,1383.43,8300.6
2025-11,E041,Operations,People Operations Specialist,7133.96,0.0,1426.79,8560.75
2025-11,E042,Operations,IT Administrator,7350.75,0.0,1470.15,8820.9
2025-11,E043,Operations,Operations Manager,7567.54,0.0,1513.51,9081.05
2025-11,E044,Operations,People Operations Specialist,7784.33,0.0,1556.87,9341.2
2025-11,E045,Operations,IT Administrator,8001.13,0.0,1600.23,9601.35
2025-11,E046,Operations,Operations Manager,8217.92,0.0,1643.58,9861.5
2025-11,E047,Finance,Financial Analyst,8994.33,0.0,1798.87,10793.2
2025-11,E048,Finance,Controller,9500.18,0.0,1900.04,11400.22
2025-11,E049,Finance,Accounting Manager,10006.03,0.0,2001.21,12007.23
2025-11,E050,Finance,Financial Analyst,10511.88,0.0,2102.38,12614.25
2025-12,E001,Engineering,Software Engineer,12826.0,23086.8,2565.2,38478.0
2025-12,E002,Engineering,Senior Software Engineer,12979.03,23362.25,2595.81,38937.09
2025-12,E003,Engineering,Staff Engineer,13132.06,23637.71,2626.41,39396.18
2025-12,E004,Engineering,DevOps Engineer,13285.09,23913.16,2657.02,39855.26
2025-12,E005,Engineering,Software Engineer,13438.12,24188.61,2687.62,40314.35
2025-12,E006,Engineering,Senior Software Engineer,13591.15,24464.06,2718.23,40773.44
2025-12,E007,Engineering,Staff Engineer,13744.18,24739.52,2748.84,41232.53
2025-12,E008,Engineering,DevOps Engineer,13897.21,25014.97,2779.44,41691.62
2025-12,E009,Engineering,Software Engineer,14050.24,25290.42,2810.05,42150.71
2025-12,E010,Engineering,Senior Software Engineer,14203.26,25565.88,2840.65,42609.79
2025-12,E011,Engineering,Staff Engineer,14356.29,25841.33,2871.26,43068.88
2025-12,E012,Engineering,DevOps Engineer,14509.32,26116.78,2901.86,43527.97
2025-12,E013,Engineering,Software Engineer,14662.35,26392.24,2932.47,43987.06
2025-12,E014,Engineering,Senior Software Engineer,14815.38,26667.69,2963.08,44446.15
2025-12,E015,Engineering,Staff Engineer,14968.41,26943.14,2993.68,44905.24
2025-12,E016,Engineering,DevOps Engineer,15121.44,27218.59,3024.29,45364.32
2025-12,E017,Engineering,Software Engineer,15274.47,27494.05,3054.89,45823.41
2025-12,E018,Engineering,Senior Software Engineer,15427.5,27769.5,3085.5,46282.5
2025-12,E019,Sales,Account Executive,8550.67,16246.27,1710.13,26507.07
2025-12,E020,Sales,Sales Development Rep,8743.37,16612.4,1748.67,27104.45
2025-12,E021,Sales,Sales Manager,8936.07,16978.54,1787.21,27701.83
2025-12,E022,Sales,Account Executive,9128.78,17344.68,1825.76,28299.21
2025-12,E023,Sales,Sales Development Rep,9321.48,17710.81,1864.3,28896.59
